country,year,month,arrivals
Nga,2013,2,28253
Nga,2013,3,30677
Nga,2013,4,28172
Nga,2013,5,23932
Nga,2013,6,17098
Nga,2013,7,16642
Nga,2013,8,18776
Nga,2013,9,16728
Nga,2013,10,22064
Nga,2013,11,35751
Nga,2013,12,34266
Nga,2014,1,48632
Nga,2014,2,43282
Nga,2014,3,39555
Nga,2014,4,23623
Nga,2014,5,19990
Nga,2014,6,18747
Nga,2014,7,22713
Nga,2014,8,24024
Nga,2014,9,24209
Nga,2014,10,14970
Nga,2014,11,50894
Nga,2014,12,34524
Nga,2015,1,34674
Nga,2015,2,33634
Nga,2015,3,27950
Nga,2015,4,28368
Nga,2015,5,21943
Nga,2015,6,22558
Nga,2015,7,21688
Nga,2015,8,22079
Nga,2015,9,23868
Nga,2015,10,23995
Nga,2015,11,37054
Nga,2015,12,41459
Nga,2016,1,42909
Nga,2016,2,30989
Nga,2016,3,34852
Nga,2016,4,35298
Nga,2016,5,36171
Nga,2016,6,24145
Nga,2016,7,28883
Nga,2016,8,32307
Nga,2016,9,33515
Nga,2016,10,31716
Nga,2016,11,53005
Nga,2016,12,50197
Nga,2017,1,58586
Nga,2017,2,59463
Nga,2017,3,57407
Nga,2017,4,55490
Nga,2017,5,44469
Nga,2017,6,38087
Nga,2017,7,34655
Nga,2017,8,36282
Nga,2017,9,36196
Nga,2017,10,36681
Nga,2017,11,59916
Nga,2017,12,56932
Nga,2018,1,74332
Nga,2018,2,66766
Nga,2018,3,62023
Nga,2018,4,58815
Nga,2018,5,38811
Nga,2018,6,37646
Nga,2018,7,34767
Nga,2018,8,40211
Nga,2018,9,41615
Nga,2018,10,40777
Nga,2018,11,56416
Nga,2018,12,54458
Nga,2019,1,75964
Nga,2019,2,70774
Nga,2019,3,68880
Nga,2019,4,58164
Nga,2019,5,45944
Nga,2019,6,39055
Nga,2019,7,38030
Nga,2019,8,39967
Nga,2019,9,41390
Nga,2019,10,41561
Nga,2019,11,65918
Nga,2019,12,60877
Nga,2020,1,88228
Nga,2020,2,84516
Nga,2020,3,72222
Nga,2022,1,1712
Nga,2022,2,2107
Nga,2022,3,1673
Nga,2022,4,1077
Nga,2022,5,1453
Nga,2022,6,1730
Nga,2022,7,2113
Nga,2022,8,2793
Nga,2022,9,3135
Nga,2022,10,4637
Nga,2022,11,7210
Nga,2022,12,10281
Nga,2023,1,12812
Nga,2023,2,11558
Nga,2023,3,10751
Nga,2023,4,10242
Nga,2023,5,8929
Nga,2023,6,7676
Nga,2023,7,7925
Nga,2023,8,8954
Nga,2023,9,9446
Nga,2023,10,9690
Nga,2023,11,13736
Nga,2023,12,13891
Nga,2024,1,19614
Nga,2024,2,19054
Nga,2024,3,20558
Nga,2024,4,19700
Nga,2024,5,16105
Nga,2024,6,13560
Nga,2024,7,14223
Nga,2024,8,19391
Nga,2024,9,17177
Nga,2024,10,18428
Nga,2024,11,25970
Nga,2024,12,28520
Nga,2025,1,42515
Nga,2025,2,36500
Nga,2025,3,45639
Nga,2025,4,41806
Nga,2025,5,43671
Nga,2025,6,49718
Nga,2025,7,55289
Nga,2025,8,61534
Nga,2025,9,58489
Nga,2025,10,66534
Nga,2025,11,91145
Nga,2025,12,96874
Nga,2026,1,125449
Nga,2026,2,121493
Nga,2026,3,120226
Nga,2026,4,137221
Nga,2026,5,113462
Nhật Bản,2008,7,27165
Nhật Bản,2008,9,40219
Nhật Bản,2008,10,35165
Nhật Bản,2008,11,24985
Nhật Bản,2008,12,34788
Nhật Bản,2009,1,34721
Nhật Bản,2009,2,34725
Nhật Bản,2009,3,31619
Nhật Bản,2009,4,29745
Nhật Bản,2009,5,28252
Nhật Bản,2009,6,21093
Nhật Bản,2009,7,20003
Nhật Bản,2009,8,31081
Nhật Bản,2009,9,38807
Nhật Bản,2009,10,23933
Nhật Bản,2009,11,34593
Nhật Bản,2009,12,32957
Nhật Bản,2010,1,33930
Nhật Bản,2010,2,36765
Nhật Bản,2010,3,39550
Nhật Bản,2010,4,36085
Nhật Bản,2010,5,34175
Nhật Bản,2010,6,29755
Nhật Bản,2010,7,29536
Nhật Bản,2010,8,37401
Nhật Bản,2010,9,40042
Nhật Bản,2010,10,37733
Nhật Bản,2010,11,43112
Nhật Bản,2010,12,43517
Nhật Bản,2011,1,45085
Nhật Bản,2011,3,43500
Nhật Bản,2011,4,41450
Nhật Bản,2011,5,35056
Nhật Bản,2011,6,31204
Nhật Bản,2011,7,33130
Nhật Bản,2011,8,45324
Nhật Bản,2011,9,27118
Nhật Bản,2011,10,41906
Nhật Bản,2011,11,48346
Nhật Bản,2011,12,47512
Nhật Bản,2012,1,56913
Nhật Bản,2012,2,51412
Nhật Bản,2012,3,50865
Nhật Bản,2012,4,52675
Nhật Bản,2012,5,40455
Nhật Bản,2012,6,36648
Nhật Bản,2012,7,40515
Nhật Bản,2012,8,46842
Nhật Bản,2012,9,51783
Nhật Bản,2012,10,46380
Nhật Bản,2012,11,53139
Nhật Bản,2012,12,51890
Nhật Bản,2013,1,51486
Nhật Bản,2013,2,47126
Nhật Bản,2013,3,57764
Nhật Bản,2013,4,48581
Nhật Bản,2013,5,45877
Nhật Bản,2013,6,43653
Nhật Bản,2013,7,44485
Nhật Bản,2013,8,54018
Nhật Bản,2013,9,57014
Nhật Bản,2013,10,47721
Nhật Bản,2013,11,55860
Nhật Bản,2013,12,50465
Nhật Bản,2014,1,57808
Nhật Bản,2014,2,54698
Nhật Bản,2014,3,58266
Nhật Bản,2014,4,51506
Nhật Bản,2014,5,50920
Nhật Bản,2014,6,44651
Nhật Bản,2014,7,44681
Nhật Bản,2014,8,62822
Nhật Bản,2014,9,61079
Nhật Bản,2014,10,50065
Nhật Bản,2014,11,55823
Nhật Bản,2014,12,56293
Nhật Bản,2015,1,57593
Nhật Bản,2015,2,59321
Nhật Bản,2015,3,61257
Nhật Bản,2015,4,48941
Nhật Bản,2015,5,49182
Nhật Bản,2015,6,46555
Nhật Bản,2015,7,50221
Nhật Bản,2015,8,63243
Nhật Bản,2015,9,68243
Nhật Bản,2015,10,53464
Nhật Bản,2015,11,60687
Nhật Bản,2015,12,58770
Nhật Bản,2016,1,63832
Nhật Bản,2016,2,59291
Nhật Bản,2016,3,69287
Nhật Bản,2016,4,53031
Nhật Bản,2016,5,56296
Nhật Bản,2016,6,54149
Nhật Bản,2016,7,57389
Nhật Bản,2016,8,69083
Nhật Bản,2016,9,72833
Nhật Bản,2016,10,56210
Nhật Bản,2016,11,65590
Nhật Bản,2016,12,63601
Nhật Bản,2017,1,66394
Nhật Bản,2017,2,63279
Nhật Bản,2017,3,71917
Nhật Bản,2017,4,59981
Nhật Bản,2017,5,61443
Nhật Bản,2017,6,55830
Nhật Bản,2017,7,58614
Nhật Bản,2017,8,80570
Nhật Bản,2017,9,80304
Nhật Bản,2017,10,59896
Nhật Bản,2017,11,70766
Nhật Bản,2017,12,69125
Nhật Bản,2018,1,71832
Nhật Bản,2018,2,65865
Nhật Bản,2018,3,77730
Nhật Bản,2018,4,64375
Nhật Bản,2018,5,64462
Nhật Bản,2018,6,59748
Nhật Bản,2018,7,60367
Nhật Bản,2018,8,81342
Nhật Bản,2018,9,77980
Nhật Bản,2018,10,60254
Nhật Bản,2018,11,72008
Nhật Bản,2018,12,70711
Nhật Bản,2019,1,79981
Nhật Bản,2019,2,70841
Nhật Bản,2019,3,82533
Nhật Bản,2019,4,69449
Nhật Bản,2019,5,86123
Nhật Bản,2019,6,66772
Nhật Bản,2019,7,68782
Nhật Bản,2019,8,96250
Nhật Bản,2019,9,91801
Nhật Bản,2019,10,74142
Nhật Bản,2019,11,85551
Nhật Bản,2019,12,79737
Nhật Bản,2020,1,89082
Nhật Bản,2020,2,73879
Nhật Bản,2020,3,37385
Nhật Bản,2022,1,1168
Nhật Bản,2022,2,1587
Nhật Bản,2022,3,1756
Nhật Bản,2022,4,4258
Nhật Bản,2022,5,7823
Nhật Bản,2022,6,11649
Nhật Bản,2022,7,17715
Nhật Bản,2022,8,25783
Nhật Bản,2022,9,24639
Nhật Bản,2022,10,23800
Nhật Bản,2022,11,26424
Nhật Bản,2022,12,28118
Nhật Bản,2023,1,34170
Nhật Bản,2023,2,36344
Nhật Bản,2023,3,46702
Nhật Bản,2023,4,43005
Nhật Bản,2023,5,43854
Nhật Bản,2023,6,37012
Nhật Bản,2023,7,42581
Nhật Bản,2023,8,65505
Nhật Bản,2023,9,65271
Nhật Bản,2023,10,54288
Nhật Bản,2023,11,58485
Nhật Bản,2023,12,62305
Nhật Bản,2024,1,60630
Nhật Bản,2024,2,46742
Nhật Bản,2024,3,71663
Nhật Bản,2024,4,56834
Nhật Bản,2024,5,53330
Nhật Bản,2024,6,46439
Nhật Bản,2024,7,44569
Nhật Bản,2024,8,80731
Nhật Bản,2024,9,68068
Nhật Bản,2024,10,55902
Nhật Bản,2024,11,71014
Nhật Bản,2024,12,55542
Nhật Bản,2025,1,72311
Nhật Bản,2025,2,75087
Nhật Bản,2025,3,78779
Nhật Bản,2025,4,54182
Nhật Bản,2025,5,61797
Nhật Bản,2025,6,51162
Nhật Bản,2025,7,55947
Nhật Bản,2025,8,90421
Nhật Bản,2025,9,78086
Nhật Bản,2025,10,60861
Nhật Bản,2025,11,75441
Nhật Bản,2025,12,60095
Nhật Bản,2026,1,84532
Nhật Bản,2026,2,67047
Nhật Bản,2026,3,93460
Nhật Bản,2026,4,64086
Nhật Bản,2026,5,73344
Philippines,2008,7,3776
Philippines,2008,9,3822
Philippines,2008,10,4045
Philippines,2012,12,7790
Philippines,2013,1,7739
Philippines,2013,2,6044
Philippines,2013,3,7631
Philippines,2013,4,9327
Philippines,2013,5,8983
Philippines,2013,6,9074
Philippines,2013,7,7611
Philippines,2013,8,8167
Philippines,2013,9,9010
Philippines,2013,10,8391
Philippines,2013,11,10213
Philippines,2013,12,8311
Philippines,2014,1,9381
Philippines,2014,2,8197
Philippines,2014,3,7765
Philippines,2014,4,10592
Philippines,2014,5,10348
Philippines,2014,6,9494
Philippines,2014,7,7463
Philippines,2014,8,8911
Philippines,2014,9,9360
Philippines,2014,10,7694
Philippines,2014,11,8242
Philippines,2014,12,7541
Philippines,2015,1,7555
Philippines,2015,2,7933
Philippines,2015,3,7310
Philippines,2015,4,9032
Philippines,2015,5,8591
Philippines,2015,6,9027
Philippines,2015,7,7563
Philippines,2015,8,8254
Philippines,2015,9,9070
Philippines,2015,10,8409
Philippines,2015,11,9794
Philippines,2015,12,8913
Philippines,2016,1,8688
Philippines,2016,2,7615
Philippines,2016,3,8514
Philippines,2016,4,9419
Philippines,2016,5,9235
Philippines,2016,6,9003
Philippines,2016,7,8695
Philippines,2016,8,9475
Philippines,2016,9,10339
Philippines,2016,10,9131
Philippines,2016,11,11858
Philippines,2016,12,8995
Philippines,2017,1,9889
Philippines,2017,2,10845
Philippines,2017,3,8656
Philippines,2017,4,11937
Philippines,2017,5,12426
Philippines,2017,6,11486
Philippines,2017,7,10228
Philippines,2017,8,11017
Philippines,2017,9,10915
Philippines,2017,10,10342
Philippines,2017,11,13778
Philippines,2017,12,12024
Philippines,2018,1,13137
Philippines,2018,2,10113
Philippines,2018,3,10518
Philippines,2018,4,12948
Philippines,2018,5,12707
Philippines,2018,6,13589
Philippines,2018,7,11219
Philippines,2018,8,12662
Philippines,2018,9,13227
Philippines,2018,10,12067
Philippines,2018,11,15097
Philippines,2018,12,14357
Philippines,2019,1,15764
Philippines,2019,2,12934
Philippines,2019,3,13430
Philippines,2019,4,16004
Philippines,2019,5,14789
Philippines,2019,6,14990
Philippines,2019,7,12789
Philippines,2019,8,13833
Philippines,2019,9,16248
Philippines,2019,10,15266
Philippines,2019,11,18164
Philippines,2019,12,14979
Philippines,2020,1,16419
Philippines,2020,2,12886
Philippines,2020,3,7664
Philippines,2022,1,176
Philippines,2022,2,218
Philippines,2022,3,389
Philippines,2022,4,1273
Philippines,2022,5,3127
Philippines,2022,6,3414
Philippines,2022,7,4388
Philippines,2022,8,5771
Philippines,2022,9,5942
Philippines,2022,10,6344
Philippines,2022,11,8611
Philippines,2022,12,9613
Philippines,2023,1,11714
Philippines,2023,2,11091
Philippines,2023,3,9523
Philippines,2023,4,12829
Philippines,2023,5,10610
Philippines,2023,6,11677
Philippines,2023,7,13319
Philippines,2023,8,15041
Philippines,2023,9,14076
Philippines,2023,10,12267
Philippines,2023,11,15710
Philippines,2023,12,15311
Philippines,2024,1,16877
Philippines,2024,2,15448
Philippines,2024,3,17023
Philippines,2024,4,19199
Philippines,2024,5,17389
Philippines,2024,6,20151
Philippines,2024,7,21791
Philippines,2024,8,24872
Philippines,2024,9,22475
Philippines,2024,10,25762
Philippines,2024,11,33153
Philippines,2024,12,31807
Philippines,2025,1,34578
Philippines,2025,2,30003
Philippines,2025,3,31673
Philippines,2025,4,39697
Philippines,2025,5,39578
Philippines,2025,6,42104
Philippines,2025,7,37034
Philippines,2025,8,40712
Philippines,2025,9,41372
Philippines,2025,10,43392
Philippines,2025,11,50702
Philippines,2025,12,51328
Philippines,2026,1,60524
Philippines,2026,2,50532
Philippines,2026,3,51915
Philippines,2026,4,72827
Philippines,2026,5,65875
Pháp,2008,7,13611
Pháp,2008,9,11832
Pháp,2008,10,12449
Pháp,2008,11,16705
Pháp,2008,12,16565
Pháp,2009,1,19308
Pháp,2009,2,16052
Pháp,2009,3,18547
Pháp,2009,4,18418
Pháp,2009,5,14971
Pháp,2009,6,10001
Pháp,2009,7,12468
Pháp,2009,8,17326
Pháp,2009,9,9929
Pháp,2009,10,8161
Pháp,2009,11,19612
Pháp,2009,12,15124
Pháp,2010,1,14916
Pháp,2010,2,19194
Pháp,2010,3,22388
Pháp,2010,4,19583
Pháp,2010,5,14355
Pháp,2010,6,10184
Pháp,2010,7,16085
Pháp,2010,8,19963
Pháp,2010,9,9880
Pháp,2010,10,13136
Pháp,2010,11,21736
Pháp,2010,12,17058
Pháp,2011,1,18964
Pháp,2011,2,20817
Pháp,2011,3,22589
Pháp,2011,4,19080
Pháp,2011,5,15327
Pháp,2011,6,10246
Pháp,2011,7,12787
Pháp,2011,8,22813
Pháp,2011,9,7315
Pháp,2011,10,12806
Pháp,2011,11,21531
Pháp,2011,12,20863
Pháp,2012,1,25270
Pháp,2012,2,22360
Pháp,2012,3,24378
Pháp,2012,4,23827
Pháp,2012,5,16540
Pháp,2012,6,9551
Pháp,2012,7,15584
Pháp,2012,8,20993
Pháp,2012,9,10470
Pháp,2012,10,15628
Pháp,2012,11,21840
Pháp,2012,12,16814
Pháp,2013,1,18477
Pháp,2013,2,16900
Pháp,2013,3,22594
Pháp,2013,4,22178
Pháp,2013,5,18715
Pháp,2013,6,10248
Pháp,2013,7,15829
Pháp,2013,8,21367
Pháp,2013,9,11329
Pháp,2013,10,13582
Pháp,2013,11,22092
Pháp,2013,12,16635
Pháp,2014,1,19835
Pháp,2014,2,21180
Pháp,2014,3,24419
Pháp,2014,4,22635
Pháp,2014,5,17701
Pháp,2014,6,10508
Pháp,2014,7,15872
Pháp,2014,8,21354
Pháp,2014,9,11286
Pháp,2014,10,13843
Pháp,2014,11,19640
Pháp,2014,12,16296
Pháp,2015,1,18780
Pháp,2015,2,20703
Pháp,2015,3,21543
Pháp,2015,4,21388
Pháp,2015,5,17129
Pháp,2015,6,9572
Pháp,2015,7,16618
Pháp,2015,8,20904
Pháp,2015,9,11321
Pháp,2015,10,14977
Pháp,2015,11,21099
Pháp,2015,12,17746
Pháp,2016,1,20645
Pháp,2016,2,21867
Pháp,2016,3,25085
Pháp,2016,4,25940
Pháp,2016,5,18757
Pháp,2016,6,11727
Pháp,2016,7,18193
Pháp,2016,8,23877
Pháp,2016,9,13522
Pháp,2016,10,16105
Pháp,2016,11,25028
Pháp,2016,12,20062
Pháp,2017,1,21601
Pháp,2017,2,26536
Pháp,2017,3,26739
Pháp,2017,4,30446
Pháp,2017,5,18295
Pháp,2017,6,12529
Pháp,2017,7,18211
Pháp,2017,8,25641
Pháp,2017,9,13214
Pháp,2017,10,15578
Pháp,2017,11,26645
Pháp,2017,12,19934
Pháp,2018,1,26657
Pháp,2018,2,27040
Pháp,2018,3,30176
Pháp,2018,4,30495
Pháp,2018,5,25466
Pháp,2018,6,13464
Pháp,2018,7,19646
Pháp,2018,8,26223
Pháp,2018,9,14324
Pháp,2018,10,17534
Pháp,2018,11,27625
Pháp,2018,12,21009
Pháp,2019,1,26992
Pháp,2019,2,28145
Pháp,2019,3,32185
Pháp,2019,4,32159
Pháp,2019,5,22459
Pháp,2019,6,13179
Pháp,2019,7,19558
Pháp,2019,8,26247
Pháp,2019,9,14967
Pháp,2019,10,18952
Pháp,2019,11,30916
Pháp,2019,12,21896
Pháp,2020,1,28419
Pháp,2020,2,28940
Pháp,2020,3,17121
Pháp,2022,1,322
Pháp,2022,2,629
Pháp,2022,3,688
Pháp,2022,4,3315
Pháp,2022,5,5943
Pháp,2022,6,5162
Pháp,2022,7,7409
Pháp,2022,8,10404
Pháp,2022,9,7948
Pháp,2022,10,9220
Pháp,2022,11,15968
Pháp,2022,12,14567
Pháp,2023,1,16698
Pháp,2023,2,19255
Pháp,2023,3,21013
Pháp,2023,4,20933
Pháp,2023,5,17914
Pháp,2023,6,10599
Pháp,2023,7,14402
Pháp,2023,8,21161
Pháp,2023,9,13162
Pháp,2023,10,14683
Pháp,2023,11,25331
Pháp,2023,12,20357
Pháp,2024,1,24123
Pháp,2024,2,24287
Pháp,2024,3,31396
Pháp,2024,4,30587
Pháp,2024,5,23303
Pháp,2024,6,12146
Pháp,2024,7,15273
Pháp,2024,8,23664
Pháp,2024,9,13937
Pháp,2024,10,22910
Pháp,2024,11,33027
Pháp,2024,12,24290
Pháp,2025,1,28012
Pháp,2025,2,35034
Pháp,2025,3,39370
Pháp,2025,4,35220
Pháp,2025,5,22528
Pháp,2025,6,13590
Pháp,2025,7,24534
Pháp,2025,8,28333
Pháp,2025,9,17026
Pháp,2025,10,26552
Pháp,2025,11,38957
Pháp,2025,12,28573
Pháp,2026,1,35101
Pháp,2026,2,40411
Pháp,2026,3,40259
Pháp,2026,4,38451
Pháp,2026,5,27440
Phần Lan,2008,7,404
Phần Lan,2008,9,297
Phần Lan,2008,10,400
Phần Lan,2012,12,1592
Phần Lan,2013,1,2562
Phần Lan,2013,2,1929
Phần Lan,2013,3,1410
Phần Lan,2013,4,897
Phần Lan,2013,5,546
Phần Lan,2013,6,802
Phần Lan,2013,7,1088
Phần Lan,2013,8,620
Phần Lan,2013,9,793
Phần Lan,2013,10,1458
Phần Lan,2013,11,1034
Phần Lan,2013,12,1530
Phần Lan,2014,1,2489
Phần Lan,2014,2,1962
Phần Lan,2014,3,1483
Phần Lan,2014,4,802
Phần Lan,2014,5,524
Phần Lan,2014,6,810
Phần Lan,2014,7,929
Phần Lan,2014,8,719
Phần Lan,2014,9,880
Phần Lan,2014,10,597
Phần Lan,2014,11,928
Phần Lan,2014,12,1744
Phần Lan,2015,1,3032
Phần Lan,2015,2,4054
Phần Lan,2015,3,1764
Phần Lan,2015,4,945
Phần Lan,2015,5,626
Phần Lan,2015,6,666
Phần Lan,2015,7,578
Phần Lan,2015,8,478
Phần Lan,2015,9,506
Phần Lan,2015,10,771
Phần Lan,2015,11,986
Phần Lan,2015,12,1877
Phần Lan,2016,1,3025
Phần Lan,2016,2,2770
Phần Lan,2016,3,2287
Phần Lan,2016,4,911
Phần Lan,2016,5,588
Phần Lan,2016,6,675
Phần Lan,2016,7,552
Phần Lan,2016,8,414
Phần Lan,2016,9,538
Phần Lan,2016,10,635
Phần Lan,2016,11,1345
Phần Lan,2016,12,2213
Phần Lan,2017,1,3570
Phần Lan,2017,2,2994
Phần Lan,2017,3,2419
Phần Lan,2017,4,1177
Phần Lan,2017,5,744
Phần Lan,2017,6,831
Phần Lan,2017,7,741
Phần Lan,2017,8,449
Phần Lan,2017,9,528
Phần Lan,2017,10,825
Phần Lan,2017,11,1364
Phần Lan,2017,12,2594
Phần Lan,2018,1,5266
Phần Lan,2018,2,3766
Phần Lan,2018,3,3265
Phần Lan,2018,4,2149
Phần Lan,2018,5,719
Phần Lan,2018,6,1003
Phần Lan,2018,7,696
Phần Lan,2018,8,498
Phần Lan,2018,9,632
Phần Lan,2018,10,1038
Phần Lan,2018,11,1267
Phần Lan,2018,12,2486
Phần Lan,2019,1,4649
Phần Lan,2019,2,3864
Phần Lan,2019,3,3081
Phần Lan,2019,4,1337
Phần Lan,2019,5,844
Phần Lan,2019,6,760
Phần Lan,2019,7,779
Phần Lan,2019,8,587
Phần Lan,2019,9,614
Phần Lan,2019,10,822
Phần Lan,2019,11,1489
Phần Lan,2019,12,2654
Phần Lan,2020,1,4401
Phần Lan,2020,2,3852
Phần Lan,2020,3,1741
Phần Lan,2022,1,9
Phần Lan,2022,2,24
Phần Lan,2022,3,36
Phần Lan,2022,4,161
Phần Lan,2022,5,245
Phần Lan,2022,6,433
Phần Lan,2022,7,562
Phần Lan,2022,8,72
Phần Lan,2022,9,351
Phần Lan,2022,10,514
Phần Lan,2022,11,694
Phần Lan,2022,12,845
Phần Lan,2023,1,1226
Phần Lan,2023,2,1235
Phần Lan,2023,3,891
Phần Lan,2023,4,721
Phần Lan,2023,5,680
Phần Lan,2023,6,721
Phần Lan,2023,7,586
Phần Lan,2023,8,453
Phần Lan,2023,9,491
Phần Lan,2023,10,701
Phần Lan,2023,11,913
Singapore,2008,7,11673
Singapore,2008,9,13278
Singapore,2008,10,11240
Singapore,2008,11,9926
Singapore,2008,12,21490
Singapore,2009,1,18295
Singapore,2011,6,18110
Singapore,2011,7,16053
Singapore,2012,12,22513
Singapore,2013,1,15513
Singapore,2013,2,12160
Singapore,2013,3,14996
Singapore,2013,4,15643
Singapore,2013,5,13663
Singapore,2013,6,19217
Singapore,2013,7,14720
Singapore,2013,8,14450
Singapore,2013,9,15907
Singapore,2013,11,18629
Singapore,2013,12,24861
Singapore,2014,1,16473
Singapore,2014,2,13854
Singapore,2014,3,18147
Singapore,2014,4,17118
Singapore,2014,5,15968
Singapore,2014,6,16767
Singapore,2014,7,13452
Singapore,2014,8,14319
Singapore,2014,9,15929
Singapore,2014,10,15836
Singapore,2014,11,18787
Singapore,2014,12,26220
Singapore,2015,1,19170
Singapore,2015,2,16160
Singapore,2015,3,17516
Singapore,2015,4,18098
Singapore,2015,5,16585
Singapore,2015,6,24054
Singapore,2015,7,16177
Singapore,2015,8,19206
Singapore,2015,9,19463
Singapore,2015,10,18565
Singapore,2015,11,21283
Singapore,2015,12,31219
Singapore,2016,1,21723
Singapore,2016,2,16307
Singapore,2016,3,21358
Singapore,2016,4,19945
Singapore,2016,5,20370
Singapore,2016,6,25009
Singapore,2016,7,16938
Singapore,2016,8,17842
Singapore,2016,9,21114
Singapore,2016,10,19139
Singapore,2016,11,23401
Singapore,2016,12,33895
Singapore,2017,1,22259
Singapore,2017,2,17695
Singapore,2017,3,22991
Singapore,2017,4,21971
Singapore,2017,5,22116
Singapore,2017,6,25414
Singapore,2017,7,19183
Singapore,2017,8,19283
Singapore,2017,9,22241
Singapore,2017,10,22131
Singapore,2017,11,24399
Singapore,2017,12,37975
Singapore,2018,1,25811
Singapore,2018,2,19736
Singapore,2018,3,22248
Singapore,2018,4,23905
Singapore,2018,5,21118
Singapore,2018,6,27856
Singapore,2018,7,18145
Singapore,2018,8,21272
Singapore,2018,9,22690
Singapore,2018,10,20928
Singapore,2018,11,24848
Singapore,2018,12,37689
Singapore,2019,1,25167
Singapore,2019,2,18441
Singapore,2019,3,24651
Singapore,2019,4,26242
Singapore,2019,5,22102
Singapore,2019,6,27686
Singapore,2019,7,21192
Singapore,2019,8,24276
Singapore,2019,9,25371
Singapore,2019,10,22728
Singapore,2019,11,30247
Singapore,2019,12,40866
Singapore,2020,1,26884
Singapore,2020,2,14959
Singapore,2020,3,9883
Singapore,2022,1,116
Singapore,2022,2,310
Singapore,2022,3,586
Singapore,2022,4,5279
Singapore,2022,5,11030
Singapore,2022,6,16384
Singapore,2022,7,16757
Singapore,2022,8,17247
Singapore,2022,9,20344
Singapore,2022,10,20145
Singapore,2022,11,26328
Singapore,2022,12,44335
Singapore,2023,1,31554
Singapore,2023,2,18973
Singapore,2023,3,25951
Singapore,2023,4,24538
Singapore,2023,5,21737
Singapore,2023,6,32202
Singapore,2023,7,24591
Singapore,2023,8,24383
Singapore,2023,9,25078
Singapore,2023,10,25057
Singapore,2023,11,29605
Singapore,2023,12,44526
Singapore,2024,1,34391
Singapore,2024,2,21862
Singapore,2024,3,26832
Singapore,2024,4,28050
Singapore,2024,5,24036
Singapore,2024,6,35041
Singapore,2024,7,20367
Singapore,2024,8,24313
Singapore,2024,9,26408
Singapore,2024,10,24733
Singapore,2024,11,35407
Singapore,2024,12,46055
Singapore,2025,1,25817
Singapore,2025,2,25851
Singapore,2025,3,30813
Singapore,2025,4,27666
Singapore,2025,5,28498
Singapore,2025,6,40364
Singapore,2025,7,26997
Singapore,2025,8,29169
Singapore,2025,9,33012
Singapore,2025,10,32506
Singapore,2025,11,39672
Singapore,2025,12,61055
Singapore,2026,1,39165
Singapore,2026,2,30549
Singapore,2026,3,37701
Singapore,2026,4,35580
Singapore,2026,5,35163
Thái Lan,2008,7,10498
Thái Lan,2008,9,14814
Thái Lan,2008,10,15325
Thái Lan,2008,11,14988
Thái Lan,2008,12,14125
Thái Lan,2009,1,16446
Thái Lan,2009,2,12247
Thái Lan,2009,3,13581
Thái Lan,2009,4,15980
Thái Lan,2009,5,15253
Thái Lan,2009,6,13902
Thái Lan,2009,7,9478
Thái Lan,2009,8,10593
Thái Lan,2009,9,10073
Thái Lan,2009,10,9233
Thái Lan,2009,11,13632
Thái Lan,2009,12,13883
Thái Lan,2010,1,11520
Thái Lan,2010,2,16757
Thái Lan,2010,3,18624
Thái Lan,2010,4,20948
Thái Lan,2010,5,18837
Thái Lan,2010,6,16453
Thái Lan,2010,7,15981
Thái Lan,2010,8,18235
Thái Lan,2010,9,17627
Thái Lan,2010,10,19463
Thái Lan,2010,11,20258
Thái Lan,2010,12,21459
Thái Lan,2011,1,19194
Thái Lan,2011,2,17269
Thái Lan,2011,5,14660
Thái Lan,2011,8,19007
Thái Lan,2011,9,10835
Thái Lan,2011,10,15280
Thái Lan,2011,11,20198
Thái Lan,2011,12,17940
Thái Lan,2012,5,21828
Thái Lan,2012,6,15493
Thái Lan,2012,7,16833
Thái Lan,2012,8,19695
Thái Lan,2012,9,17863
Thái Lan,2012,10,18130
Thái Lan,2012,11,25399
Thái Lan,2012,12,21639
Thái Lan,2013,1,21132
Thái Lan,2013,2,15488
Thái Lan,2013,3,23561
Thái Lan,2013,4,28269
Thái Lan,2013,5,21281
Thái Lan,2013,6,19625
Thái Lan,2013,7,22407
Thái Lan,2013,8,22862
Thái Lan,2013,9,20406
Thái Lan,2013,10,21263
Thái Lan,2013,11,25621
Thái Lan,2013,12,27053
Thái Lan,2014,1,24056
Thái Lan,2014,2,19093
Thái Lan,2014,3,22499
Thái Lan,2014,4,29804
Thái Lan,2014,5,27148
Thái Lan,2014,6,20458
Thái Lan,2014,7,19594
Thái Lan,2014,8,19648
Thái Lan,2014,9,19512
Thái Lan,2014,10,15407
Thái Lan,2014,11,15550
Thái Lan,2014,12,20734
Thái Lan,2015,1,18996
Thái Lan,2015,2,19376
Thái Lan,2015,3,15695
Thái Lan,2015,4,22109
Thái Lan,2015,5,14155
Thái Lan,2015,6,13430
Thái Lan,2015,7,11597
Thái Lan,2015,8,15066
Thái Lan,2015,9,14241
Thái Lan,2015,10,20989
Thái Lan,2015,11,23299
Thái Lan,2015,12,29072
Thái Lan,2016,1,24863
Thái Lan,2016,2,18616
Thái Lan,2016,3,23311
Thái Lan,2016,4,27574
Thái Lan,2016,5,25375
Thái Lan,2016,6,16031
